Controller,Kc,Ti,Td,OvershootValue,PeakTime_s,SettlingTime_s,DecayRatio,SteadyStateError,Score,MeetsAll
PID,1.75,0.75,1.4,0.0305105466943811,5.06,6.196402824947,7.72621320144307,0,0.0600000000000005,0
PID,2,0.75,1.5,0.0326882142078477,5.08,6.32055134304499,6.39898442046255,0,0.0800000000000001,0
PID,2.25,0.75,1.5,0.0322432007684608,5,6.20718495285473,5.90365015818614,0,0.0963498418138578,0
PID,1.75,0.75,1.15,0.0245050373498874,4.74,5.45441726563577,10.097011415608,0,0.0970114156079944,0
PID,3.5,0.75,1.2,0.0236099397439435,4.34,4.9582824158354,5.90226286920875,0,0.0977371307912538,0
PID,1.75,0.75,1.45,0.0315714758802479,5.12,6.32245294929348,7.40796487936355,0,0.12,0
PID,4,0.75,1.15,0.0214487116164424,4.21,4.59433731657955,5.86351902764324,0,0.136480972356761,0
PID,1.5,0.75,1.3,0.0267942257616771,5.1,6.02572974221104,10.0374049463792,0,0.137404946379154,0
PID,2,0.75,1.55,0.0335812881941071,5.14,6.43548672317977,6.18189006792176,0,0.14,0
PID,2.75,0.75,1.35,0.0283146816270121,4.68,5.6438463436831,5.84886791963762,0,0.15113208036238,0
PID,1.5,0.75,1.35,0.0280405234259635,5.16,6.17436649727692,9.51121271089862,0,0.16,0
PID,3.25,0.75,1.25,0.0251479579068501,4.45,5.19503552815402,5.83657462606661,0,0.16342537393339,0
PID,3,0.75,1.3,0.0267218970191734,4.56,5.4216902607133,5.81733237974161,0,0.182667620258391,0
PID,1.75,0.75,1.5,0.0325912700801403,5.19,6.44377734815759,7.12207237108476,0,0.19,0
PID,1,0.5,1.8,0.052668268371322,4.68,6.27628602379557,5.79698632192148,0,0.203013678078516,0
PID,1.5,0.75,1.4,0.0292420636510307,5.22,6.31428494688072,9.04851758247485,0,0.22,0
PID,2,0.75,1.6,0.0344389369444629,5.21,6.54711046865836,5.9839618834042,0,0.226038116595799,0
PID,1.75,0.75,1.55,0.0335722703894834,5.25,6.56098340223601,6.86367326266347,0,0.25,0
PID,3.75,0.75,1.2,0.0228924250859446,4.31,4.8650294595406,5.73487351205154,0,0.265126487948462,0
PID,4.25,0.75,1.15,0.0207979607277966,4.19,4.47215342069728,5.73374874159864,0,0.266251258401361,0
PID,2.5,0.75,1.45,0.0307160731159568,4.87,5.98597890903461,5.73257700902271,0,0.26742299097729,0
PID,1.5,0.75,1.45,0.0304008047321227,5.28,6.44714986119155,8.63822334284042,0,0.28,0
PID,1.75,0.75,1.6,0.0345160162352092,5.31,6.67455098604566,6.62895019443041,0,0.31,0
PID,1.5,0.75,1.5,0.0315186459968935,5.34,6.57413585257906,8.27175893353259,0,0.34,0
PID,1,0.5,1.85,0.0535928869583697,4.73,6.35245758769299,5.65858797696411,0,0.341412023035894,0
PID,3.5,0.75,1.25,0.0243856116491803,4.42,5.10555646302082,5.64849376063861,0,0.351506239361391,0
PID,2.25,0.75,1.55,0.0330602780927889,5.07,6.32098078479497,5.71318559180647,0,0.356814408193526,0
PID,2.75,0.75,1.4,0.0291169965993743,4.75,5.76852773479459,5.63605394212119,0,0.363946057878805,0
PID,1.75,0.75,1.65,0.0354244435405087,5.37,6.78487241156537,6.4146743659378,0,0.37,0
