Controller,Kc,Ti,Td,OvershootValue,PeakTime_s,SettlingTime_s,DecayRatio,SteadyStateError,Score,MeetsAll
PID,10,3,1.85,0.00309858482982861,12.72,6.85703044633675,NaN,0,17.72,0
PID,11,2.75,1.05,0.000215874318526099,12.72,5.24072132549261,NaN,0,17.72,0
PID,11,3,1.35,0.000845754678643118,12.72,6.0169116773995,NaN,0,17.72,0
PID,9.25,3,1.55,0.00170614951821846,12.73,6.65043663521862,NaN,0,17.73,0
PID,10.5,3,1.9,0.00326336793074589,12.73,6.81535222990425,NaN,0,17.73,0
PID,10.75,2.25,0.75,1.7523150360077e-05,12.73,4.11582244431902,NaN,0,17.73,0
PID,11.25,3,1.95,0.00337188798101407,12.73,6.72901703198728,NaN,0,17.73,0
PID,1.75,1.75,1.25,0.000485356514387858,12.74,7.28011913363586,NaN,0,17.74,0
PID,5.25,2.75,1.95,0.00506762753741707,12.74,7.80354872905163,NaN,0,17.74,0
PID,8.25,2.75,1.15,0.000421648586764967,12.74,5.97573656018574,NaN,0,17.74,0
PID,9.25,3,1.75,0.00268769556833881,12.74,6.89817721282094,NaN,0,17.74,0
PID,9.5,3,1.8,0.00291284411657933,12.74,6.90359125747332,NaN,0,17.74,0
PID,9.75,3,1.45,0.00124629869806681,12.74,6.41089962191501,NaN,0,17.74,0
PID,10.25,3,1.4,0.00103732983612415,12.74,6.23760967311459,NaN,0,17.74,0
PID,12,3,2,0.00345776286914012,12.74,6.64937170843369,NaN,0,17.74,0
PID,5.25,2.75,1.55,0.00214061715413161,12.75,7.39273502117256,NaN,0,17.75,0
PID,5.5,2.5,1.1,0.000359921493603865,12.75,6.30653098432607,NaN,0,17.75,0
PID,6.5,2.25,0.85,5.76112118348959e-05,12.75,5.17538711226856,NaN,0,17.75,0
PID,9,3,1.6,0.00195185772615947,12.75,6.77153840417033,NaN,0,17.75,0
PID,9,3,1.65,0.00220092372755709,12.75,6.83311598074108,NaN,0,17.75,0
PID,9,3,1.7,0.00245209153843562,12.75,6.8947239047007,NaN,0,17.75,0
PID,9.75,3,1.85,0.00312700511398645,12.75,6.91061611975688,NaN,0,17.75,0
PID,10.25,3,1.9,0.00329676616926244,12.75,6.86662977918478,NaN,0,17.75,0
PID,11,3,1.95,0.0034091119586761,12.75,6.77752851797196,NaN,0,17.75,0
PID,11.75,3,1.3,0.000670550836989969,12.75,5.80441615765134,NaN,0,17.75,0
PID,4,2.25,1.05,0.000264271887850276,12.76,6.40687592300376,NaN,0,17.76,0
PID,4,2.5,1.35,0.00114853338721832,12.76,7.27047628868368,NaN,0,17.76,0
PID,5.75,2.75,1.4,0.00131576306880499,12.76,7.03863120511033,NaN,0,17.76,0
PID,8,2.25,0.8,3.33218396515456e-05,12.76,4.71991910774616,NaN,0,17.76,0
PID,11.75,3,2,0.0034974881184342,12.76,6.69570559703154,NaN,0,17.76,0
PID,2.5,2.25,1.6,0.00234690940455184,12.77,8.00665486009498,NaN,0,17.77,0
PID,5,2.75,1.7,0.00313225958968455,12.77,7.65033689416437,NaN,0,17.77,0
PID,5,2.75,1.75,0.00350684388844935,12.77,7.70004666806941,NaN,0,17.77,0
PID,5,2.75,1.8,0.00388474163239816,12.77,7.7504965423723,NaN,0,17.77,0
PID,9,3,1.75,0.00270418419234808,12.77,6.95630837196977,NaN,0,17.77,0
PID,9.25,2.75,1.1,0.000304556618554219,12.77,5.67140890753025,NaN,0,17.77,0
PID,9.25,3,1.5,0.00146913722141795,12.77,6.58863239431669,NaN,0,17.77,0
PID,9.25,3,1.8,0.00293515190495408,12.77,6.95996522771414,NaN,0,17.77,0
PID,10.75,3,1.35,0.000843420732917988,12.77,6.06820375296758,NaN,0,17.77,0
PID,10.75,3,1.95,0.00344652427865144,12.77,6.82688420283884,NaN,0,17.77,0
PID,11.5,3,2,0.00353767009716854,12.77,6.74272462926081,NaN,0,17.77,0
PID,1.75,2,1.85,0.00362837479006251,12.78,8.42522859594702,NaN,0,17.78,0
PID,5,2.75,1.85,0.00426435777515644,12.78,7.80158427476956,NaN,0,17.78,0
PID,5.25,2.75,2,0.00543599491592994,12.78,7.85715687956364,NaN,0,17.78,0
PID,5.5,2.75,1.45,0.0015564165427564,12.78,7.18935847332662,NaN,0,17.78,0
PID,6,2.75,1.35,0.00108419926395675,12.78,6.89235051178818,NaN,0,17.78,0
PID,8,2.5,0.95,0.000123773565468666,12.78,5.35351721212099,NaN,0,17.78,0
PID,9,3,1.55,0.00170630294707896,12.78,6.7100534132082,NaN,0,17.78,0
PID,9.5,3,1.85,0.00315475612427685,12.78,6.96544793225837,NaN,0,17.78,0
PID,10,3,1.4,0.00103434940165315,12.78,6.29234045783059,NaN,0,17.78,0
PID,10,3,1.9,0.00332992572224944,12.78,6.91895975674662,NaN,0,17.78,0
PID,8.75,3,1.65,0.00220696038423407,12.79,6.89362655470156,NaN,0,17.79,0
PID,9.5,1.75,0.55,6.80780710027307e-07,12.79,3.24499129609153,NaN,0,17.79,0
PID,9.5,3,1.45,0.00124336654507617,12.79,6.46814271441379,NaN,0,17.79,0
PID,9.75,2.5,0.9,7.72364337857656e-05,12.79,4.89617322125952,NaN,0,17.79,0
PID,10.5,3,1.95,0.00348404825070503,12.79,6.8771410983534,NaN,0,17.79,0
PID,10.75,2.75,1.05,0.000210729456215919,12.79,5.28966149364965,NaN,0,17.79,0
PID,11.25,3,2,0.00357828498141077,12.79,6.79047295390168,NaN,0,17.79,0
PID,11.5,3,1.3,0.000668467942020579,12.79,5.85280404331254,NaN,0,17.79,0
PID,3.25,2.5,1.85,0.00450863187362782,12.8,8.17530110889137,NaN,0,17.8,0
PID,3.25,2.5,1.9,0.00498336929353149,12.8,8.21440063542061,NaN,0,17.8,0
PID,3.25,2.5,1.95,0.00546142867972166,12.8,8.25459388228568,NaN,0,17.8,0
PID,3.5,2.5,1.55,0.00218347804407637,12.8,7.76059433163716,NaN,0,17.8,0
PID,5,2.75,1.65,0.00276285543749855,12.8,7.60148084090849,NaN,0,17.8,0
PID,6.75,2.75,1.25,0.000698209872765698,12.8,6.52540810680791,NaN,0,17.8,0
PID,8.75,3,1.6,0.00195384758132477,12.8,6.83248537764929,NaN,0,17.8,0
PID,8.75,3,1.7,0.00246244187229872,12.8,6.95484317174914,NaN,0,17.8,0
PID,9,3,1.8,0.00295624057030741,12.8,7.01782292454472,NaN,0,17.8,0
PID,9.75,3,1.9,0.00336273130858955,12.8,6.97242285208548,NaN,0,17.8,0
PID,5,2.5,1.15,0.000461174031533007,12.81,6.57031703574189,NaN,0,17.81,0
PID,5,2.75,1.9,0.00464440668261701,12.81,7.85321811583995,NaN,0,17.81,0
PID,5.5,2.25,0.9,8.81059085522384e-05,12.81,5.56639366378217,NaN,0,17.81,0
PID,8.75,3,1.75,0.00271908478579408,12.81,7.01607775742002,NaN,0,17.81,0
PID,9.25,3,1.85,0.00318165321205188,12.81,7.02161445173711,NaN,0,17.81,0
PID,10.25,3,1.95,0.00352159062119539,12.81,6.92836112424364,NaN,0,17.81,0
PID,10.5,3,1.35,0.000840286007643298,12.81,6.12071002663961,NaN,0,17.81,0
PID,11,3,2,0.00361926972319471,12.81,6.83900036455129,NaN,0,17.81,0
PID,3.25,2.5,1.8,0.00403906814663912,12.82,8.13742155651537,NaN,0,17.82,0
PID,3.25,2.5,2,0.0059412046416194,12.82,8.29576482353715,NaN,0,17.82,0
PID,9,3,1.5,0.00146598838262446,12.82,6.64873677225196,NaN,0,17.82,0
PID,2.75,2.25,1.4,0.00124257165229458,12.83,7.62119174526211,NaN,0,17.83,0
PID,5.25,2.75,1.5,0.00180222977112332,12.83,7.34517057281051,NaN,0,17.83,0
PID,5.5,2,0.75,1.89885101860021e-05,12.83,4.86636520846106,NaN,0,17.83,0
PID,8.75,3,1.55,0.00170458759104219,12.83,6.77148587546445,NaN,0,17.83,0
PID,9.5,3,1.9,0.00339501040283086,12.83,7.02710073128128,NaN,0,17.83,0
PID,9.75,3,1.4,0.00103023820050829,12.83,6.34852118400994,NaN,0,17.83,0
PID,10,3,1.95,0.00355903838459692,12.83,6.98061303365339,NaN,0,17.83,0
PID,10.75,3,2,0.00366056787537095,12.83,6.88835588018277,NaN,0,17.83,0
PID,3.25,2.25,1.2,0.000556869675935268,12.84,7.0389171279153,NaN,0,17.84,0
PID,4,1.75,0.7,9.10700956291421e-06,12.84,4.83599801192542,NaN,0,17.84,0
PID,5,2.75,1.6,0.00240086169542231,12.84,7.55360432815751,NaN,0,17.84,0
PID,5,2.75,1.95,0.00502378093929989,12.84,7.9053159092165,NaN,0,17.84,0
PID,6,2.5,1.05,0.000253393167268801,12.84,6.06675848231184,NaN,0,17.84,0
PID,6.25,2.75,1.3,0.000865513964748654,12.84,6.74999984288001,NaN,0,17.84,0
PID,7.25,2.75,1.2,0.000536580092589389,12.84,6.31389237698277,NaN,0,17.84,0
PID,8.5,3,1.65,0.00221091975810017,12.84,6.95600735656861,NaN,0,17.84,0
PID,8.5,3,1.7,0.00247080691973411,12.84,7.01678628809781,NaN,0,17.84,0
PID,8.75,3,1.8,0.00297587224084706,12.84,7.07728050265111,NaN,0,17.84,0
PID,9,3,1.85,0.00320747495418749,12.84,7.07922749246363,NaN,0,17.84,0
PID,9.25,3,1.45,0.00123898598416639,12.84,6.52702132616602,NaN,0,17.84,0
PID,11.25,3,1.3,0.000665812466806193,12.84,5.90222646845471,NaN,0,17.84,0
PID,3.25,2.5,1.75,0.00357688082658503,12.85,8.10090242975225,NaN,0,17.85,0
PID,8,2.75,1.15,0.000405635883172772,12.85,6.04291827026708,NaN,0,17.85,0
PID,8.5,3,1.6,0.00195371919610032,12.85,6.89535160196232,NaN,0,17.85,0
PID,8.5,3,1.75,0.00273208905312594,12.85,7.07762712964372,NaN,0,17.85,0
PID,10.5,3,2,0.00370210952579364,12.85,6.93859440996599,NaN,0,17.85,0
PID,2.75,1.75,0.85,4.26781435460821e-05,12.86,5.77579152237355,NaN,0,17.86,0
PID,9.25,3,1.9,0.00342658390446782,12.86,7.08308836333144,NaN,0,17.86,0
PID,9.75,3,1.95,0.00359626752999076,12.86,7.0339752575294,NaN,0,17.86,0
PID,10.25,3,1.35,0.000836266467194813,12.86,6.17451920799951,NaN,0,17.86,0
PID,6.75,2.5,1,0.000176063580697994,12.87,5.76231160988291,NaN,0,17.87,0
PID,9,2.75,1.1,0.000294435264791337,12.87,5.73044872077604,NaN,0,17.87,0
PID,10.25,3,2,0.00374380868614854,12.87,6.98977662355016,NaN,0,17.87,0
PID,10.5,2.75,1.05,0.000205174301674882,12.87,5.33986888727221,NaN,0,17.87,0
PID,1,1.5,2,0.00264344507853687,12.88,8.56096850129076,NaN,0,17.88,0
PID,1.75,2,1.8,0.0031086816199617,12.88,8.41304529701611,NaN,0,17.88,0
PID,2,2,1.45,0.0012053768644007,12.88,7.82582462959209,NaN,0,17.88,0
PID,5,2.75,2,0.00540157139065855,12.88,7.95780421004385,NaN,0,17.88,0
PID,8.5,3,1.55,0.0017007411469363,12.88,6.83488937078666,NaN,0,17.88,0
PID,8.5,3,1.8,0.00299373154034477,12.88,7.1384765859121,NaN,0,17.88,0
PID,8.75,3,1.5,0.00146097292630665,12.88,6.71070427667574,NaN,0,17.88,0
PID,8.75,3,1.85,0.00323197661014918,12.88,7.1384082844444,NaN,0,17.88,0
PID,9.5,3,1.95,0.00363312717852837,12.88,7.08852458581118,NaN,0,17.88,0
PID,10.5,2.25,0.75,1.59220496496193e-05,12.88,4.15873044872381,NaN,0,17.88,0
PID,11,3,1.3,0.000662526014398646,12.88,5.9527502783671,NaN,0,17.88,0
PID,2.25,2.25,2,0.00547209650882219,12.89,8.54676529140104,NaN,0,17.89,0
PID,2.5,2,1.15,0.000364721339553231,12.89,6.99587760340399,NaN,0,17.89,0
PID,8.25,3,1.65,0.00221248572438282,12.89,7.0204236075363,NaN,0,17.89,0
PID,8.25,3,1.7,0.00247683375724761,12.89,7.08071575308299,NaN,0,17.89,0
PID,9,3,1.9,0.00345723895368133,12.89,7.14048878686743,NaN,0,17.89,0
PID,9.5,3,1.4,0.00102486994579887,12.89,6.40626555149133,NaN,0,17.89,0
PID,10,3,2,0.00378556014693698,12.89,7.04197290568193,NaN,0,17.89,0
PID,3.25,2.5,1.7,0.00312464478674657,12.9,8.06590442567003,NaN,0,17.9,0
PID,3.75,2.5,1.4,0.0012972911513125,12.9,7.47564722243364,NaN,0,17.9,0
PID,4.75,2.75,1.75,0.00340873808409259,12.9,7.81600141914036,NaN,0,17.9,0
PID,4.75,2.75,1.8,0.0037928136717178,12.9,7.86475780441819,NaN,0,17.9,0
PID,8.25,3,1.6,0.00195115764543896,12.9,6.96030559153943,NaN,0,17.9,0
PID,8.25,3,1.75,0.00274286784246414,12.9,7.14111663321565,NaN,0,17.9,0
PID,9,3,1.45,0.00123297932695077,12.9,6.58766711460539,NaN,0,17.9,0
PID,1.5,1.75,1.5,0.00107136579796152,12.91,7.91980381274721,NaN,0,17.91,0
PID,4.75,2.75,1.85,0.00417959642035037,12.91,7.91426071759908,NaN,0,17.91,0
PID,5,2.75,1.55,0.00204894815880863,12.91,7.50684606462847,NaN,0,17.91,0
PID,9.25,3,1.95,0.0036694437273479,12.91,7.14435953351294,NaN,0,17.91,0
PID,2.25,2.25,1.95,0.00493615394091806,12.92,8.51923520078317,NaN,0,17.92,0
PID,4.75,2.75,1.7,0.00302910492561503,12.92,7.76810038358178,NaN,0,17.92,0
PID,4.75,2.75,1.9,0.00456764337783433,12.92,7.96441183441036,NaN,0,17.92,0
PID,8.25,3,1.8,0.00300947340032964,12.92,7.20156916354662,NaN,0,17.92,0
PID,8.5,3,1.85,0.0032548460453099,12.92,7.19928834341628,NaN,0,17.92,0
PID,8.75,3,1.9,0.0034867189474368,12.92,7.19942380650007,NaN,0,17.92,0
PID,9.5,2.5,0.9,7.23193489418072e-05,12.92,4.9483854964267,NaN,0,17.92,0
PID,9.75,3,2,0.00382725135354955,12.92,7.09525395705772,NaN,0,17.92,0
PID,10,3,1.35,0.000831267736451036,12.92,6.22971416358406,NaN,0,17.92,0
PID,12,3,1.25,0.000508750327729679,12.92,5.6915570732212,NaN,0,17.92,0
PID,2.5,2.25,1.55,0.00190461270581421,12.93,7.98760871719664,NaN,0,17.93,0
PID,3.5,2.5,1.5,0.00178593559785956,12.93,7.72855176671129,NaN,0,17.93,0
PID,5.5,2.75,1.4,0.0012501571282082,12.93,7.14245480132386,NaN,0,17.93,0
PID,10.75,3,1.3,0.000658552101485022,12.93,6.00444739403639,NaN,0,17.93,0
PID,3,2,1,0.000153568244094959,12.94,6.40836081006023,NaN,0,17.94,0
PID,4,2,0.85,4.93136295585117e-05,12.94,5.61030005778706,NaN,0,17.94,0
PID,5.75,2.75,1.35,0.00102874794650898,12.94,6.99121766548273,NaN,0,17.94,0
PID,8,3,1.65,0.00221128056714059,12.94,7.08707438377643,NaN,0,17.94,0
PID,8,3,1.7,0.00248014624128423,12.94,7.14682324249071,NaN,0,17.94,0
PID,8.25,3,1.55,0.00169446348592794,12.94,6.90043652462653,NaN,0,17.94,0
PID,8.5,3,1.5,0.00145384746635524,12.94,6.77470131553548,NaN,0,17.94,0
PID,9,3,1.95,0.00370500028889209,12.94,7.20157729057364,NaN,0,17.94,0
PID,9.5,2,0.65,3.98047505334453e-06,12.94,3.79435159528598,NaN,0,17.94,0
PID,9.5,3,2,0.00386872917138259,12.94,7.14969817779014,NaN,0,17.94,0
PID,1.25,1.5,1.35,0.000437383784547718,12.95,7.50027355088436,NaN,0,17.95,0
PID,2.25,2.25,1.9,0.00440879753092949,12.95,8.49331324790637,NaN,0,17.95,0
PID,3.25,2,0.95,0.000108826888198355,12.95,6.17184560699421,NaN,0,17.95,0
PID,4.75,2.75,1.95,0.00495575326374009,12.95,8.01512255231668,NaN,0,17.95,0
PID,5.25,2.75,1.45,0.00147885226684163,12.95,7.29890258677698,NaN,0,17.95,0
PID,6.5,2.75,1.25,0.000663512223291196,12.95,6.61117579941512,NaN,0,17.95,0
PID,8,3,1.75,0.00275100708520593,12.95,7.20673030380305,NaN,0,17.95,0
PID,9.25,3,1.4,0.00101809682994647,12.95,6.46569236375673,NaN,0,17.95,0
PID,10.25,2.75,1.05,0.000199188452335131,12.95,5.39143366414673,NaN,0,17.95,0
PID,4.75,2.75,1.65,0.00265595721410139,12.96,7.72117919152036,NaN,0,17.96,0
PID,7.75,2.5,0.95,0.000113147634705824,12.96,5.41973312596461,NaN,0,17.96,0
PID,8,3,1.6,0.00194580934790345,12.96,7.02755314809363,NaN,0,17.96,0
PID,8.25,3,1.85,0.00327574641781259,12.96,7.26202356644469,NaN,0,17.96,0
PID,8.5,3,1.9,0.00351473684648496,12.96,7.26002225170645,NaN,0,17.96,0
PID,8.75,3,1.45,0.00122515201041806,12.96,6.65022815956278,NaN,0,17.96,0
PID,11.75,3,1.25,0.000505888603187232,12.96,5.73929188099389,NaN,0,17.96,0
PID,3.25,2.5,1.65,0.00268537941258873,12.97,8.03258575089551,NaN,0,17.97,0
PID,3.5,1.5,0.6,1.37290532120637e-06,12.97,4.33352238200271,NaN,0,17.97,0
PID,7.75,2.75,1.15,0.00038807265109253,12.97,6.1129106518049,NaN,0,17.97,0
PID,8,3,1.8,0.00302270224324186,12.97,7.26673474025011,NaN,0,17.97,0
PID,8.75,2.75,1.1,0.000283439625927695,12.97,5.79153703714689,NaN,0,17.97,0
PID,8.75,3,1.95,0.003739549431377,12.97,7.26029558769712,NaN,0,17.97,0
PID,9.25,3,2,0.00390982806400575,12.97,7.20540459541831,NaN,0,17.97,0
PID,9.75,3,1.35,0.000825193943435387,12.97,6.28641040213489,NaN,0,17.97,0
PID,4.75,2.25,0.95,0.000118643173096622,12.98,5.93130287049491,NaN,0,17.98,0
PID,4.75,2.75,2,0.00534288501000746,12.98,8.06631319599277,NaN,0,17.98,0
PID,7,2.75,1.2,0.000510671785052708,12.98,6.39266577354949,NaN,0,17.98,0
PID,4.25,2.5,1.25,0.000688479021634825,12.99,7.04705153070656,NaN,0,17.99,0
PID,7.75,3,1.7,0.00248028971643532,12.99,7.21531370525842,NaN,0,17.99,0
PID,10.5,3,1.3,0.000653823433929279,12.99,6.05739525387961,NaN,0,17.99,0
PID,1.5,1.25,0.8,9.51570488694209e-06,13,5.5449160073329,NaN,0,18,0
PID,1.75,2,1.75,0.00261276250277032,13,8.403302987835,NaN,0,18,0
PID,2.25,2.25,1.85,0.0038925131561085,13,8.46913894168549,NaN,0,18,0
PID,6,2.75,1.3,0.0008189064570574,13,6.84455988852576,NaN,0,18,0
PID,7.75,3,1.65,0.00220686997860198,13,7.15616901323476,NaN,0,18,0
PID,7.75,3,1.75,0.0027560550055572,13,7.27466957059104,NaN,0,18,0
PID,8,3,1.55,0.00168542177963604,13,6.96833865335684,NaN,0,18,0
PID,8,3,1.85,0.00329426995362914,13,7.32678331227573,NaN,0,18,0
PID,8.25,3,1.5,0.00144434341288235,13,6.84090187089189,NaN,0,18,0
PID,8.25,3,1.9,0.00354093647714127,13,7.3224364752589,NaN,0,18,0
PID,9,3,2,0.00395033789983379,13,7.26246546326081,NaN,0,18,0
PID,4.75,2.75,1.6,0.00229174786821007,13.01,7.67537694014286,NaN,0,18.01,0
PID,5,2.75,1.5,0.00171026402299268,13.01,7.46136344168786,NaN,0,18.01,0
PID,7.75,2.25,0.8,2.8427014535426e-05,13.01,4.78118927278685,NaN,0,18.01,0
PID,8.5,3,1.95,0.00377280826690995,13.01,7.32064490745011,NaN,0,18.01,0
PID,9,3,1.4,0.00100976851962087,13.01,6.52693936450656,NaN,0,18.01,0
PID,11.5,3,1.25,0.000502539949339464,13.01,5.78803383637455,NaN,0,18.01,0
PID,4.5,2.5,1.2,0.000537658336491109,13.02,6.86698748247702,NaN,0,18.02,0
PID,7.75,3,1.6,0.00193725825224678,13.02,7.09730927920066,NaN,0,18.02,0
PID,7.75,3,1.8,0.00303293841021213,13.02,7.33417172108352,NaN,0,18.02,0
PID,8.5,3,1.45,0.00121528415087502,13.02,6.71487973122937,NaN,0,18.02,0
PID,10.5,1.5,0.45,3.23908535548867e-08,13.02,2.56524018603547,NaN,0,18.02,0
PID,4.25,2.25,1,0.000164077619368763,13.03,6.2288033172736,NaN,0,18.03,0
PID,8.75,3,2,0.00399002187420394,13.03,7.32099603907843,NaN,0,18.03,0
PID,9.5,3,1.35,0.00081792772857936,13.03,6.34471243998501,NaN,0,18.03,0
PID,1,1.5,1.95,0.00218922906229913,13.04,8.56874003266364,NaN,0,18.04,0
PID,4,2.5,1.3,0.000835450113884084,13.04,7.2391910900243,NaN,0,18.04,0
PID,5.25,2.5,1.1,0.000312153829601369,13.04,6.41639576852964,NaN,0,18.04,0
PID,6.25,1.75,0.6,1.60136552640466e-06,13.04,3.94627636269625,NaN,0,18.04,0
PID,8,3,1.9,0.00356491868288544,13.04,7.38682946403457,NaN,0,18.04,0
PID,8.25,3,1.95,0.00380442155964178,13.04,7.38277014068015,NaN,0,18.04,0
PID,10,2.75,1.05,0.000192751074049369,13.04,5.44445071372261,NaN,0,18.04,0
PID,10.25,3,1.3,0.000648269277592206,13.04,6.11168258614893,NaN,0,18.04,0
PID,2.5,1.75,0.9,5.53201068413944e-05,13.05,6.05514547472759,NaN,0,18.05,0
PID,4.5,2.75,1.8,0.00367310563568735,13.05,7.98929570491153,NaN,0,18.05,0
PID,4.5,2.75,1.85,0.00406627691718331,13.05,8.0369651676472,NaN,0,18.05,0
PID,7.5,3,1.7,0.00247674797224073,13.05,7.28642937923395,NaN,0,18.05,0
PID,7.75,3,1.85,0.00330992908297856,13.05,7.39376316085766,NaN,0,18.05,0
PID,10.25,2.25,0.75,1.43221959929551e-05,13.05,4.20285756602836,NaN,0,18.05,0
PID,4.5,2.75,1.75,0.00328383337174287,13.06,7.9425012924697,NaN,0,18.06,0
PID,4.5,2.75,1.9,0.00446174210723416,13.06,8.08539557200685,NaN,0,18.06,0
PID,7.5,3,1.65,0.00219875692348226,13.06,7.22795584076769,NaN,0,18.06,0
PID,7.5,3,1.75,0.00275746652634146,13.06,7.34517038516213,NaN,0,18.06,0
PID,8.5,3,2,0.00402859167902414,13.06,7.38112412903085,NaN,0,18.06,0
PID,9.25,2.5,0.9,6.72122431655264e-05,13.06,5.002312192015,NaN,0,18.06,0
PID,11.25,3,1.25,0.000498662025274044,13.06,5.83784211679156,NaN,0,18.06,0
PID,2.25,2.25,1.8,0.00339019722017131,13.07,8.44688981794747,NaN,0,18.07,0
PID,3.25,2.5,1.6,0.00226260625397812,13.07,8.00113306749025,NaN,0,18.07,0
PID,7.5,3,1.8,0.0030396372477226,13.07,7.40410979602508,NaN,0,18.07,0
PID,7.75,3,1.55,0.0016732370176693,13.07,7.03881827546305,NaN,0,18.07,0
PID,8,3,1.5,0.00143214614778464,13.07,6.90952090997399,NaN,0,18.07,0
PID,8.75,3,1.4,0.000999705578687227,13.07,6.59015791966353,NaN,0,18.07,0
PID,2.25,2,1.25,0.000516245216823252,13.08,7.37000382209989,NaN,0,18.08,0
PID,4.5,2.75,1.95,0.0048581463828774,13.08,8.13449179579623,NaN,0,18.08,0
PID,7.75,3,1.9,0.00358619772116087,13.08,7.45339387438707,NaN,0,18.08,0
PID,8,3,1.95,0.00383399637017545,13.08,7.4468325167726,NaN,0,18.08,0
PID,3,2.5,1.95,0.00499682520107347,13.09,8.46541976583089,NaN,0,18.09,0
PID,3,2.5,2,0.00547978994585585,13.09,8.50295603426832,NaN,0,18.09,0
PID,4.5,2.75,1.7,0.0029003682581652,13.09,7.89669439482328,NaN,0,18.09,0
PID,4.75,2.75,1.55,0.00193934569794729,13.09,7.63083454022129,NaN,0,18.09,0
PID,7.5,3,1.6,0.00192504868480303,13.09,7.16982800406268,NaN,0,18.09,0
PID,8.25,3,1.45,0.00120312741309192,13.09,6.78179905076271,NaN,0,18.09,0
PID,8.5,2.75,1.1,0.000271523759065362,13.09,5.85484959151557,NaN,0,18.09,0
PID,12,2.5,0.85,3.77570936902494e-05,13.09,4.42223836039727,NaN,0,18.09,0
PID,12,2.75,1,0.000124198185626367,13.09,4.99137804028594,NaN,0,18.09,0
PID,3.5,2.5,1.45,0.00141391098808996,13.1,7.69873236271166,NaN,0,18.1,0
PID,6.25,2.25,0.85,4.6423312527466e-05,13.1,5.25652175087196,NaN,0,18.1,0
PID,7.5,3,1.85,0.00332217807922652,13.1,7.46318672716262,NaN,0,18.1,0
PID,8.25,3,2,0.00406571031244107,13.1,7.44299173131241,NaN,0,18.1,0
PID,9.25,3,1.35,0.000809347007272088,13.1,6.40474947371179,NaN,0,18.1,0
PID,10,3,1.3,0.000641810840866119,13.1,6.16740706506519,NaN,0,18.1,0
PID,3,2.25,1.25,0.000601807927747888,13.11,7.2977788758395,NaN,0,18.11,0
PID,3,2.5,1.9,0.00451804532821609,13.11,8.42906669018095,NaN,0,18.11,0
PID,4.5,2.75,2,0.00525434798767432,13.11,8.18416773684539,NaN,0,18.11,0
PID,5.25,2.75,1.4,0.00117457157972156,13.11,7.25412255486131,NaN,0,18.11,0
PID,5.75,2.5,1.05,0.000221168529645155,13.11,6.16415371128585,NaN,0,18.11,0
PID,6.5,2.5,1,0.000156234838946112,13.11,5.84516989017428,NaN,0,18.11,0
PID,7.5,2.75,1.15,0.000368874307527634,13.11,6.18599916931649,NaN,0,18.11,0
PID,11,3,1.25,0.000494208978071953,13.11,5.88878519864418,NaN,0,18.11,0
PID,2.5,2.25,1.5,0.00149428821527642,13.12,7.97129275843874,NaN,0,18.12,0
PID,5.5,2.75,1.35,0.000965596805811986,13.12,7.09707567341283,NaN,0,18.12,0
PID,6.25,2.75,1.25,0.000624831617749289,13.12,6.70195872354316,NaN,0,18.12,0
PID,6.75,2,0.7,7.85316108009582e-06,13.12,4.43827219861957,NaN,0,18.12,0
PID,7.25,3,1.7,0.00246892113423725,13.12,7.36044575844209,NaN,0,18.12,0
PID,7.25,3,1.75,0.00275463072421167,13.12,7.41850139278746,NaN,0,18.12,0
PID,2.75,2.25,1.35,0.000892633137711485,13.13,7.60585608034366,NaN,0,18.13,0
PID,3,2.5,1.85,0.00404535125860894,13.13,8.39403652520069,NaN,0,18.13,0
PID,7.25,3,1.65,0.002186379670575,13.13,7.30272311199878,NaN,0,18.13,0
PID,7.25,3,1.8,0.00304215497520954,13.13,7.47681223229255,NaN,0,18.13,0
PID,7.5,3,1.9,0.00360421651651643,13.13,7.52234755950587,NaN,0,18.13,0
PID,7.75,3,1.95,0.00386104664349429,13.13,7.51302000666727,NaN,0,18.13,0
PID,8,3,2,0.00410097299809342,13.13,7.50675695375622,NaN,0,18.13,0
PID,4.5,2.75,1.65,0.00252496388501999,13.14,7.85200663113263,NaN,0,18.14,0
PID,5,2.75,1.45,0.00138853124634131,13.14,7.41733505123143,NaN,0,18.14,0
PID,6.75,2.75,1.2,0.000482099235545208,13.14,6.47554023655707,NaN,0,18.14,0
PID,7.5,3,1.55,0.00165747324299481,13.14,7.11214129210462,NaN,0,18.14,0
PID,7.75,3,1.5,0.00141691347264539,13.14,6.98079351948562,NaN,0,18.14,0
PID,9.75,2.75,1.05,0.000185842820781046,13.14,5.4990215508552,NaN,0,18.14,0
PID,1.75,2,1.7,0.00214505877517412,13.15,8.39619222013929,NaN,0,18.15,0
PID,3.75,2.5,1.35,0.000967752784649223,13.15,7.44609470958801,NaN,0,18.15,0
PID,4.75,2.5,1.15,0.000392620772072361,13.15,6.69698929966229,NaN,0,18.15,0
PID,7.25,3,1.85,0.00333035815201477,13.15,7.5353120140667,NaN,0,18.15,0
PID,8.5,3,1.4,0.000987716400290273,13.15,6.65552998063123,NaN,0,18.15,0
PID,2.25,2.25,1.75,0.00290517687282787,13.16,8.42673315013307,NaN,0,18.16,0
